invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,profit,year,month,day,day_of_week,hour
1418,WALM043,Baytown,Fashion accessories,56,2,30/11/2023,23/03/2026 12:47,Ewallet,8,0.48,112,53.76,2023,11,30,Thursday,12
1419,WALM019,Pasadena,Home and lifestyle,80,2,21/12/2020,23/03/2026 16:17,Ewallet,9,0.48,160,76.8,2020,12,21,Monday,16
1420,WALM024,Carrollton,Fashion accessories,51,3,14/11/2021,23/03/2026 06:55,Ewallet,5,0.48,153,73.44,2021,11,14,Sunday,6
1421,WALM045,Missouri City,Home and lifestyle,85,2,04/03/2021,23/03/2026 13:49,Credit card,4,0.48,170,81.6,2021,3,4,Thursday,13
1422,WALM056,Rowlett,Fashion accessories,50,3,02/04/2022,23/03/2026 19:08,Ewallet,6,0.33,150,49.5,2022,4,2,Saturday,19
1423,WALM045,Missouri City,Home and lifestyle,17,1,30/09/2021,23/03/2026 20:36,Credit card,5,0.48,17,8.16,2021,9,30,Thursday,20
1424,WALM040,Edinburg,Fashion accessories,49,1,22/10/2022,23/03/2026 16:16,Ewallet,6,0.48,49,23.52,2022,10,22,Saturday,16
1425,WALM060,DeSoto,Home and lifestyle,28,3,04/01/2021,23/03/2026 22:35,Ewallet,4,0.33,84,27.72,2021,1,4,Monday,22
1426,WALM069,Rockwall,Fashion accessories,52,1,21/05/2021,23/03/2026 18:05,Ewallet,7,0.33,52,17.16,2021,5,21,Friday,18
1427,WALM081,Friendswood,Home and lifestyle,27,3,19/12/2022,23/03/2026 11:14,Ewallet,9,0.33,81,26.73,2022,12,19,Monday,11
1428,WALM020,Killeen,Fashion accessories,34,3,15/01/2022,23/03/2026 09:08,Ewallet,7,0.48,102,48.96,2022,1,15,Saturday,9
1429,WALM002,Dallas,Home and lifestyle,65,3,05/01/2021,23/03/2026 13:32,Ewallet,6,0.36,195,70.2,2021,1,5,Tuesday,13
1430,WALM014,Amarillo,Fashion accessories,62,3,19/10/2020,23/03/2026 11:56,Ewallet,8,0.48,186,89.28,2020,10,19,Monday,11
1431,WALM058,Port Arthur,Home and lifestyle,74,2,24/06/2023,23/03/2026 20:05,Ewallet,7,0.33,148,48.84,2023,6,24,Saturday,20
1432,WALM022,Mesquite,Fashion accessories,16,1,28/08/2020,23/03/2026 14:41,Ewallet,5,0.48,16,7.68,2020,8,28,Friday,14
1433,WALM015,Grand Prairie,Home and lifestyle,38,3,21/05/2022,23/03/2026 12:12,Ewallet,5,0.48,114,54.72,2022,5,21,Saturday,12
1434,WALM056,Rowlett,Fashion accessories,62,2,24/02/2020,23/03/2026 07:25,Ewallet,8,0.33,124,40.92,2020,2,24,Monday,7
1435,WALM092,Lake Jackson,Home and lifestyle,77,1,13/11/2023,23/03/2026 14:21,Ewallet,6,0.33,77,25.41,2023,11,13,Monday,14
1436,WALM074,Weslaco,Fashion accessories,81,1,22/07/2021,23/03/2026 19:46,Cash,8,0.33,81,26.73,2021,7,22,Thursday,19
1437,WALM007,Arlington,Home and lifestyle,25,1,25/12/2022,23/03/2026 20:41,Ewallet,7,0.48,25,12,2022,12,25,Sunday,20
1438,WALM080,Nacogdoches,Fashion accessories,28,3,17/09/2021,23/03/2026 06:36,Ewallet,4,0.33,84,27.72,2021,9,17,Friday,6
1439,WALM021,McAllen,Home and lifestyle,77,3,03/06/2022,23/03/2026 09:31,Ewallet,9,0.48,231,110.88,2022,6,3,Friday,9
1440,WALM077,Coppell,Fashion accessories,79,1,10/10/2022,23/03/2026 17:07,Ewallet,8,0.33,79,26.07,2022,10,10,Monday,17
1441,WALM045,Missouri City,Home and lifestyle,21,2,07/02/2023,23/03/2026 14:12,Credit card,6,0.48,42,20.16,2023,2,7,Tuesday,14
1442,WALM099,Weatherford,Fashion accessories,17,1,12/03/2020,23/03/2026 12:33,Ewallet,6,0.18,17,3.06,2020,3,12,Thursday,12
1443,WALM012,Garland,Home and lifestyle,76,3,15/05/2022,23/03/2026 13:57,Ewallet,9,0.48,228,109.44,2022,5,15,Sunday,13
1444,WALM035,San Angelo,Fashion accessories,33,3,27/11/2022,23/03/2026 10:55,Ewallet,6,0.48,99,47.52,2022,11,27,Sunday,10
1445,WALM003,San Antonio,Home and lifestyle,38,1,23/04/2020,23/03/2026 10:44,Ewallet,4,0.36,38,13.68,2020,4,23,Thursday,10
1446,WALM069,Rockwall,Fashion accessories,29,2,26/09/2023,23/03/2026 09:01,Ewallet,8,0.33,58,19.14,2023,9,26,Tuesday,9
1447,WALM053,Conroe,Home and lifestyle,85,1,29/06/2022,23/03/2026 17:03,Ewallet,8,0.57,85,48.45,2022,6,29,Wednesday,17
1448,WALM081,Friendswood,Fashion accessories,31,1,26/04/2023,23/03/2026 16:47,Ewallet,8,0.33,31,10.23,2023,4,26,Wednesday,16
1449,WALM092,Lake Jackson,Home and lifestyle,67,3,30/09/2022,23/03/2026 16:51,Ewallet,4,0.33,201,66.33,2022,9,30,Friday,16
1450,WALM063,Georgetown,Fashion accessories,72,1,04/09/2021,23/03/2026 07:14,Ewallet,7,0.33,72,23.76,2021,9,4,Saturday,7
1451,WALM079,La Porte,Home and lifestyle,41,3,07/06/2022,23/03/2026 10:31,Ewallet,7,0.33,123,40.59,2022,6,7,Tuesday,10
1452,WALM065,Texas City,Fashion accessories,67,1,07/05/2021,23/03/2026 18:06,Ewallet,5,0.33,67,22.11,2021,5,7,Friday,18
1453,WALM071,Lufkin,Home and lifestyle,32,2,28/11/2022,23/03/2026 15:04,Ewallet,5,0.33,64,21.12,2022,11,28,Monday,15
1454,WALM090,Brownwood,Fashion accessories,67,2,12/12/2022,23/03/2026 06:06,Ewallet,7,0.33,134,44.22,2022,12,12,Monday,6
1455,WALM016,Brownsville,Home and lifestyle,36,3,07/04/2020,23/03/2026 19:21,Ewallet,8,0.48,108,51.84,2020,4,7,Tuesday,19
1456,WALM020,Killeen,Fashion accessories,69,2,02/03/2023,23/03/2026 10:46,Ewallet,8,0.48,138,66.24,2023,3,2,Thursday,10
1457,WALM062,Galveston,Home and lifestyle,40,1,07/11/2023,23/03/2026 19:42,Ewallet,4,0.33,40,13.2,2023,11,7,Tuesday,19
1458,WALM038,Sugar Land,Fashion accessories,33,3,10/06/2022,23/03/2026 08:51,Ewallet,7,0.48,99,47.52,2022,6,10,Friday,8
1459,WALM042,Bryan,Home and lifestyle,46,2,27/11/2021,23/03/2026 19:29,Ewallet,8,0.48,92,44.16,2021,11,27,Saturday,19
1460,WALM017,McKinney,Fashion accessories,76,1,01/12/2020,23/03/2026 09:32,Ewallet,8,0.48,76,36.48,2020,12,1,Tuesday,9
1461,WALM043,Baytown,Home and lifestyle,19,1,20/04/2022,23/03/2026 09:13,Ewallet,7,0.48,19,9.12,2022,4,20,Wednesday,9
1462,WALM029,Round Rock,Fashion accessories,62,3,06/05/2021,23/03/2026 20:22,Ewallet,5,0.48,186,89.28,2021,5,6,Thursday,20
1463,WALM045,Missouri City,Home and lifestyle,53,2,05/12/2021,23/03/2026 20:26,Credit card,5,0.48,106,50.88,2021,12,5,Sunday,20
1464,WALM071,Lufkin,Fashion accessories,55,2,16/09/2023,23/03/2026 19:53,Ewallet,7,0.33,110,36.3,2023,9,16,Saturday,19
1465,WALM089,Southlake,Home and lifestyle,47,2,04/01/2023,23/03/2026 10:06,Ewallet,4,0.33,94,31.02,2023,1,4,Wednesday,10
1466,WALM088,Cleburne,Fashion accessories,63,2,11/07/2020,23/03/2026 18:43,Ewallet,5,0.33,126,41.58,2020,7,11,Saturday,18
1467,WALM042,Bryan,Home and lifestyle,59,3,22/06/2020,23/03/2026 09:33,Ewallet,9,0.48,177,84.96,2020,6,22,Monday,9
1468,WALM088,Cleburne,Fashion accessories,49,1,22/12/2022,23/03/2026 17:34,Ewallet,5,0.33,49,16.17,2022,12,22,Thursday,17
1469,WALM020,Killeen,Home and lifestyle,68,2,04/12/2020,23/03/2026 09:58,Ewallet,9,0.48,136,65.28,2020,12,4,Friday,9
1470,WALM023,Midland,Fashion accessories,73,1,18/05/2021,23/03/2026 17:51,Ewallet,7,0.48,73,35.04,2021,5,18,Tuesday,17
1471,WALM079,La Porte,Home and lifestyle,82,1,29/11/2020,23/03/2026 14:59,Ewallet,5,0.33,82,27.06,2020,11,29,Sunday,14
1472,WALM095,Big Spring,Fashion accessories,68,2,03/09/2023,23/03/2026 20:49,Ewallet,4,0.33,136,44.88,2023,9,3,Sunday,20
1473,WALM001,Houston,Home and lifestyle,58,2,03/05/2023,23/03/2026 11:06,Ewallet,4,0.36,116,41.76,2023,5,3,Wednesday,11
1474,WALM065,Texas City,Fashion accessories,44,1,26/05/2020,23/03/2026 19:41,Ewallet,7,0.33,44,14.52,2020,5,26,Tuesday,19
1475,WALM076,Huntsville,Home and lifestyle,40,3,14/12/2021,23/03/2026 17:23,Ewallet,7,0.33,120,39.6,2021,12,14,Tuesday,17
1476,WALM089,Southlake,Fashion accessories,18,3,27/07/2022,23/03/2026 18:04,Ewallet,6,0.33,54,17.82,2022,7,27,Wednesday,18
1477,WALM094,Alamo,Home and lifestyle,56,3,23/11/2022,23/03/2026 20:44,Ewallet,8,0.33,168,55.44,2022,11,23,Wednesday,20
1478,WALM009,Plano,Fashion accessories,45,1,21/02/2022,23/03/2026 08:50,Ewallet,5,0.48,45,21.6,2022,2,21,Monday,8
1479,WALM069,Rockwall,Home and lifestyle,28,1,07/12/2020,23/03/2026 16:32,Ewallet,4,0.33,28,9.24,2020,12,7,Monday,16
1480,WALM069,Rockwall,Fashion accessories,72,2,12/04/2020,23/03/2026 07:23,Ewallet,9,0.33,144,47.52,2020,4,12,Sunday,7
1481,WALM032,Tyler,Home and lifestyle,33,2,01/06/2021,23/03/2026 10:35,Ewallet,4,0.48,66,31.68,2021,6,1,Tuesday,10
1482,WALM017,McKinney,Fashion accessories,69,1,28/05/2020,23/03/2026 13:36,Ewallet,9,0.48,69,33.12,2020,5,28,Thursday,13
1483,WALM021,McAllen,Home and lifestyle,51,1,16/06/2022,23/03/2026 12:40,Ewallet,8,0.48,51,24.48,2022,6,16,Thursday,12
1484,WALM030,Richardson,Fashion accessories,22,1,21/01/2020,23/03/2026 19:46,Ewallet,8,0.48,22,10.56,2020,1,21,Tuesday,19
1485,WALM006,El Paso,Home and lifestyle,17,2,28/03/2021,23/03/2026 18:45,Ewallet,6,0.48,34,16.32,2021,3,28,Sunday,18
1486,WALM047,Flower Mound,Fashion accessories,37,1,24/11/2021,23/03/2026 21:37,Ewallet,5,0.48,37,17.76,2021,11,24,Wednesday,21
1487,WALM015,Grand Prairie,Home and lifestyle,63,2,18/06/2021,23/03/2026 13:42,Ewallet,6,0.48,126,60.48,2021,6,18,Friday,13
1488,WALM068,Burleson,Fashion accessories,22,1,20/07/2023,23/03/2026 15:37,Ewallet,6,0.33,22,7.26,2023,7,20,Thursday,15
1489,WALM065,Texas City,Home and lifestyle,24,3,25/01/2020,23/03/2026 08:01,Ewallet,5,0.33,72,23.76,2020,1,25,Saturday,8
1490,WALM094,Alamo,Fashion accessories,77,2,13/01/2022,23/03/2026 12:25,Ewallet,5,0.33,154,50.82,2022,1,13,Thursday,12
1491,WALM048,Harlingen,Home and lifestyle,19,2,10/02/2021,23/03/2026 07:27,Ewallet,5,0.48,38,18.24,2021,2,10,Wednesday,7
1492,WALM098,Mineral Wells,Fashion accessories,57,1,19/01/2021,23/03/2026 18:43,Ewallet,4,0.18,57,10.26,2021,1,19,Tuesday,18
1493,WALM099,Weatherford,Home and lifestyle,27,1,29/02/2020,23/03/2026 07:38,Ewallet,4,0.18,27,4.86,2020,2,29,Saturday,7
1494,WALM046,Temple,Fashion accessories,55,2,22/01/2020,23/03/2026 19:40,Ewallet,4,0.48,110,52.8,2020,1,22,Wednesday,19
1495,WALM046,Temple,Home and lifestyle,70,2,03/02/2020,23/03/2026 17:39,Ewallet,5,0.48,140,67.2,2020,2,3,Monday,17
1496,WALM049,North Richland Hills,Fashion accessories,65,2,23/08/2023,23/03/2026 18:22,Ewallet,4,0.48,130,62.4,2023,8,23,Wednesday,18
1497,WALM068,Burleson,Home and lifestyle,52,3,19/12/2022,23/03/2026 13:00,Ewallet,6,0.33,156,51.48,2022,12,19,Monday,13
1498,WALM024,Carrollton,Fashion accessories,83,3,30/07/2022,23/03/2026 17:20,Ewallet,8,0.48,249,119.52,2022,7,30,Saturday,17
1499,WALM084,Schertz,Home and lifestyle,70,3,11/06/2021,23/03/2026 12:31,Ewallet,5,0.33,210,69.3,2021,6,11,Friday,12
1500,WALM046,Temple,Fashion accessories,69,2,30/06/2021,23/03/2026 14:01,Ewallet,7,0.48,138,66.24,2021,6,30,Wednesday,14
1501,WALM035,San Angelo,Home and lifestyle,25,3,09/11/2022,23/03/2026 14:32,Ewallet,7,0.48,75,36,2022,11,9,Wednesday,14
1502,WALM052,Mansfield,Fashion accessories,15,2,11/05/2023,23/03/2026 16:07,Ewallet,6,0.57,30,17.1,2023,5,11,Thursday,16
1503,WALM093,Angleton,Home and lifestyle,43,3,09/11/2022,23/03/2026 06:01,Ewallet,4,0.33,129,42.57,2022,11,9,Wednesday,6
1504,WALM019,Pasadena,Fashion accessories,52,1,09/12/2020,23/03/2026 22:06,Ewallet,9,0.48,52,24.96,2020,12,9,Wednesday,22
1505,WALM024,Carrollton,Home and lifestyle,61,3,07/04/2021,23/03/2026 17:07,Ewallet,8,0.48,183,87.84,2021,4,7,Wednesday,17
1506,WALM077,Coppell,Fashion accessories,15,1,17/06/2020,23/03/2026 08:00,Ewallet,6,0.33,15,4.95,2020,6,17,Wednesday,8
1507,WALM062,Galveston,Home and lifestyle,34,3,11/03/2021,23/03/2026 07:03,Ewallet,5,0.33,102,33.66,2021,3,11,Thursday,7
1508,WALM035,San Angelo,Fashion accessories,64,2,19/06/2021,23/03/2026 20:49,Ewallet,7,0.48,128,61.44,2021,6,19,Saturday,20
1509,WALM064,Bedford,Home and lifestyle,27,1,13/05/2023,23/03/2026 07:45,Ewallet,5,0.33,27,8.91,2023,5,13,Saturday,7
1510,WALM020,Killeen,Fashion accessories,57,1,06/09/2020,23/03/2026 06:31,Ewallet,8,0.48,57,27.36,2020,9,6,Sunday,6
1511,WALM093,Angleton,Home and lifestyle,67,1,12/11/2020,23/03/2026 12:58,Ewallet,9,0.33,67,22.11,2020,11,12,Thursday,12
1512,WALM026,Denton,Fashion accessories,34,3,22/10/2023,23/03/2026 23:00,Ewallet,9,0.48,102,48.96,2023,10,22,Sunday,23
1513,WALM002,Dallas,Home and lifestyle,52,1,03/07/2022,23/03/2026 08:06,Ewallet,5,0.36,52,18.72,2022,7,3,Sunday,8
1514,WALM036,Allen,Fashion accessories,17,2,07/08/2022,23/03/2026 15:55,Ewallet,4,0.48,34,16.32,2022,8,7,Sunday,15
1515,WALM011,Lubbock,Home and lifestyle,71,1,22/05/2022,23/03/2026 22:22,Ewallet,4,0.48,71,34.08,2022,5,22,Sunday,22
1516,WALM093,Angleton,Fashion accessories,19,2,15/02/2021,23/03/2026 13:22,Ewallet,8,0.33,38,12.54,2021,2,15,Monday,13
1517,WALM039,Longview,Home and lifestyle,41,3,17/04/2022,23/03/2026 20:41,Ewallet,5,0.48,123,59.04,2022,4,17,Sunday,20
1518,WALM048,Harlingen,Fashion accessories,49,1,13/10/2020,23/03/2026 13:46,Ewallet,5,0.48,49,23.52,2020,10,13,Tuesday,13
1519,WALM049,North Richland Hills,Home and lifestyle,61,1,20/12/2023,23/03/2026 20:19,Ewallet,8,0.48,61,29.28,2023,12,20,Wednesday,20
1520,WALM034,College Station,Fashion accessories,32,1,10/06/2020,23/03/2026 17:29,Ewallet,9,0.48,32,15.36,2020,6,10,Wednesday,17
1521,WALM062,Galveston,Home and lifestyle,26,3,26/10/2022,23/03/2026 11:40,Ewallet,7,0.33,78,25.74,2022,10,26,Wednesday,11
1522,WALM089,Southlake,Fashion accessories,20,2,06/06/2023,23/03/2026 21:24,Ewallet,8,0.33,40,13.2,2023,6,6,Tuesday,21
1523,WALM026,Denton,Home and lifestyle,43,1,25/12/2021,23/03/2026 16:17,Ewallet,9,0.48,43,20.64,2021,12,25,Saturday,16
1524,WALM012,Garland,Fashion accessories,51,1,29/10/2020,23/03/2026 16:15,Ewallet,6,0.48,51,24.48,2020,10,29,Thursday,16
1525,WALM072,Lancaster,Home and lifestyle,19,1,03/12/2023,23/03/2026 09:04,Ewallet,4,0.33,19,6.27,2023,12,3,Sunday,9
1526,WALM038,Sugar Land,Fashion accessories,85,1,12/12/2023,23/03/2026 10:34,Ewallet,5,0.48,85,40.8,2023,12,12,Tuesday,10
1527,WALM084,Schertz,Home and lifestyle,74,3,18/05/2021,23/03/2026 15:53,Ewallet,9,0.33,222,73.26,2021,5,18,Tuesday,15
1528,WALM016,Brownsville,Fashion accessories,68,3,26/04/2022,23/03/2026 16:18,Ewallet,6,0.48,204,97.92,2022,4,26,Tuesday,16
1529,WALM079,La Porte,Home and lifestyle,80,3,14/08/2021,23/03/2026 15:40,Ewallet,9,0.33,240,79.2,2021,8,14,Saturday,15
1530,WALM091,Little Elm,Fashion accessories,67,1,15/07/2023,23/03/2026 21:31,Ewallet,5,0.33,67,22.11,2023,7,15,Saturday,21
1531,WALM096,Eagle Pass,Home and lifestyle,42,2,06/02/2022,23/03/2026 16:48,Ewallet,9,0.33,84,27.72,2022,2,6,Sunday,16
1532,WALM063,Georgetown,Fashion accessories,16,2,28/04/2022,23/03/2026 07:17,Ewallet,5,0.33,32,10.56,2022,4,28,Thursday,7
1533,WALM097,Alice,Home and lifestyle,33,2,23/08/2021,23/03/2026 22:15,Ewallet,7,0.18,66,11.88,2021,8,23,Monday,22
1534,WALM076,Huntsville,Fashion accessories,38,3,19/09/2020,23/03/2026 14:24,Ewallet,4,0.33,114,37.62,2020,9,19,Saturday,14
1535,WALM076,Huntsville,Home and lifestyle,36,2,28/12/2022,23/03/2026 07:04,Ewallet,5,0.33,72,23.76,2022,12,28,Wednesday,7
1536,WALM094,Alamo,Fashion accessories,50,1,11/07/2021,23/03/2026 22:16,Ewallet,8,0.33,50,16.5,2021,7,11,Sunday,22
1537,WALM099,Weatherford,Home and lifestyle,39,1,22/03/2023,23/03/2026 11:10,Ewallet,6,0.18,39,7.02,2023,3,22,Wednesday,11
1538,WALM061,Cedar Park,Fashion accessories,27,3,23/11/2022,23/03/2026 21:57,Ewallet,9,0.33,81,26.73,2022,11,23,Wednesday,21
1539,WALM086,Rosenberg,Home and lifestyle,51,1,16/01/2021,23/03/2026 10:12,Ewallet,8,0.33,51,16.83,2021,1,16,Saturday,10
1540,WALM031,Lewisville,Fashion accessories,78,1,15/12/2021,23/03/2026 11:45,Ewallet,7,0.48,78,37.44,2021,12,15,Wednesday,11
1541,WALM009,Plano,Home and lifestyle,53,3,18/02/2021,23/03/2026 21:55,Ewallet,7,0.48,159,76.32,2021,2,18,Thursday,21
1542,WALM036,Allen,Fashion accessories,22,2,23/10/2021,23/03/2026 13:38,Ewallet,7,0.48,44,21.12,2021,10,23,Saturday,13
1543,WALM062,Galveston,Home and lifestyle,84,2,10/07/2020,23/03/2026 14:49,Ewallet,4,0.33,168,55.44,2020,7,10,Friday,14
1544,WALM053,Conroe,Fashion accessories,40,2,30/11/2021,23/03/2026 16:06,Ewallet,8,0.57,80,45.6,2021,11,30,Tuesday,16
1545,WALM025,Waco,Home and lifestyle,42,3,07/06/2021,23/03/2026 11:00,Ewallet,9,0.48,126,60.48,2021,6,7,Monday,11
1546,WALM019,Pasadena,Fashion accessories,38,1,27/08/2022,23/03/2026 15:41,Ewallet,4,0.48,38,18.24,2022,8,27,Saturday,15
1547,WALM018,Frisco,Home and lifestyle,50,3,22/10/2020,23/03/2026 17:56,Ewallet,9,0.48,150,72,2020,10,22,Thursday,17
1548,WALM027,Abilene,Fashion accessories,55,2,19/01/2022,23/03/2026 11:22,Ewallet,4,0.48,110,52.8,2022,1,19,Wednesday,11
1549,WALM064,Bedford,Home and lifestyle,48,1,08/03/2020,23/03/2026 14:30,Ewallet,4,0.33,48,15.84,2020,3,8,Sunday,14
1550,WALM013,Irving,Fashion accessories,62,3,13/08/2022,23/03/2026 14:02,Ewallet,4,0.48,186,89.28,2022,8,13,Saturday,14
1551,WALM008,Corpus Christi,Home and lifestyle,73,1,19/05/2021,23/03/2026 16:12,Ewallet,6,0.48,73,35.04,2021,5,19,Wednesday,16
1552,WALM020,Killeen,Fashion accessories,42,2,16/07/2021,23/03/2026 14:13,Ewallet,9,0.48,84,40.32,2021,7,16,Friday,14
1553,WALM069,Rockwall,Home and lifestyle,84,1,12/06/2023,23/03/2026 21:21,Ewallet,8,0.33,84,27.72,2023,6,12,Monday,21
1554,WALM020,Killeen,Fashion accessories,19,1,09/12/2023,23/03/2026 19:54,Ewallet,7,0.48,19,9.12,2023,12,9,Saturday,19
1555,WALM032,Tyler,Home and lifestyle,26,2,11/07/2023,23/03/2026 06:56,Ewallet,4,0.48,52,24.96,2023,7,11,Tuesday,6
1556,WALM010,Laredo,Fashion accessories,33,3,25/01/2020,23/03/2026 07:21,Ewallet,6,0.48,99,47.52,2020,1,25,Saturday,7
1557,WALM012,Garland,Home and lifestyle,23,1,07/09/2023,23/03/2026 18:53,Ewallet,4,0.48,23,11.04,2023,9,7,Thursday,18
1558,WALM082,Weslaco,Fashion accessories,81,3,27/12/2022,23/03/2026 21:46,Cash,5,0.33,243,80.19,2022,12,27,Tuesday,21
1559,WALM096,Eagle Pass,Home and lifestyle,78,2,17/02/2020,23/03/2026 18:54,Ewallet,9,0.33,156,51.48,2020,2,17,Monday,18
1560,WALM026,Denton,Fashion accessories,42,3,20/12/2021,23/03/2026 13:54,Ewallet,7,0.48,126,60.48,2021,12,20,Monday,13
1561,WALM082,Weslaco,Home and lifestyle,27,2,24/06/2020,23/03/2026 09:26,Cash,6,0.33,54,17.82,2020,6,24,Wednesday,9
1562,WALM065,Texas City,Fashion accessories,53,3,22/03/2022,23/03/2026 18:19,Ewallet,6,0.33,159,52.47,2022,3,22,Tuesday,18
1563,WALM085,Kerrville,Home and lifestyle,23,2,16/01/2021,23/03/2026 19:04,Ewallet,4,0.33,46,15.18,2021,1,16,Saturday,19
1564,WALM048,Harlingen,Fashion accessories,81,1,27/08/2020,23/03/2026 07:08,Ewallet,7,0.48,81,38.88,2020,8,27,Thursday,7
1565,WALM033,Pearland,Home and lifestyle,47,3,08/09/2021,23/03/2026 17:46,Ewallet,8,0.48,141,67.68,2021,9,8,Wednesday,17
1566,WALM046,Temple,Fashion accessories,76,2,09/11/2023,23/03/2026 12:23,Ewallet,9,0.48,152,72.96,2023,11,9,Thursday,12
1567,WALM072,Lancaster,Home and lifestyle,25,1,30/01/2020,23/03/2026 14:48,Ewallet,4,0.33,25,8.25,2020,1,30,Thursday,14
1568,WALM044,Pharr,Fashion accessories,67,2,16/05/2023,23/03/2026 17:59,Ewallet,4,0.48,134,64.32,2023,5,16,Tuesday,17
1569,WALM052,Mansfield,Home and lifestyle,25,1,28/06/2021,23/03/2026 13:17,Ewallet,9,0.57,25,14.25,2021,6,28,Monday,13
1570,WALM047,Flower Mound,Fashion accessories,66,1,12/01/2022,23/03/2026 06:12,Ewallet,8,0.48,66,31.68,2022,1,12,Wednesday,6
1571,WALM039,Longview,Home and lifestyle,15,3,29/01/2022,23/03/2026 20:09,Ewallet,6,0.48,45,21.6,2022,1,29,Saturday,20
1572,WALM070,Hurst,Fashion accessories,36,1,04/06/2021,23/03/2026 16:34,Ewallet,5,0.33,36,11.88,2021,6,4,Friday,16
1573,WALM018,Frisco,Home and lifestyle,69,1,23/07/2020,23/03/2026 10:51,Ewallet,6,0.48,69,33.12,2020,7,23,Thursday,10
1574,WALM023,Midland,Fashion accessories,50,2,25/03/2021,23/03/2026 21:22,Ewallet,5,0.48,100,48,2021,3,25,Thursday,21
1575,WALM034,College Station,Home and lifestyle,74,2,02/12/2022,23/03/2026 09:10,Ewallet,7,0.48,148,71.04,2022,12,2,Friday,9
1576,WALM059,Pflugerville,Fashion accessories,75,2,10/02/2020,23/03/2026 20:08,Ewallet,5,0.33,150,49.5,2020,2,10,Monday,20
1577,WALM071,Lufkin,Home and lifestyle,24,1,13/07/2023,23/03/2026 10:46,Ewallet,5,0.33,24,7.92,2023,7,13,Thursday,10
1578,WALM017,McKinney,Fashion accessories,74,3,23/02/2023,23/03/2026 07:49,Ewallet,4,0.48,222,106.56,2023,2,23,Thursday,7
1579,WALM019,Pasadena,Home and lifestyle,64,2,17/08/2022,23/03/2026 16:01,Ewallet,9,0.48,128,61.44,2022,8,17,Wednesday,16
1580,WALM035,San Angelo,Fashion accessories,46,1,28/04/2020,23/03/2026 13:31,Ewallet,4,0.48,46,22.08,2020,4,28,Tuesday,13
1581,WALM025,Waco,Home and lifestyle,73,1,22/10/2022,23/03/2026 19:36,Ewallet,9,0.48,73,35.04,2022,10,22,Saturday,19
1582,WALM008,Corpus Christi,Fashion accessories,49,3,29/04/2020,23/03/2026 08:14,Ewallet,7,0.48,147,70.56,2020,4,29,Wednesday,8
1583,WALM027,Abilene,Home and lifestyle,69,2,12/09/2020,23/03/2026 09:01,Ewallet,6,0.48,138,66.24,2020,9,12,Saturday,9
1584,WALM020,Killeen,Fashion accessories,36,3,18/02/2021,23/03/2026 19:25,Ewallet,8,0.48,108,51.84,2021,2,18,Thursday,19
1585,WALM061,Cedar Park,Home and lifestyle,42,2,10/11/2020,23/03/2026 20:43,Ewallet,7,0.33,84,27.72,2020,11,10,Tuesday,20
1586,WALM015,Grand Prairie,Fashion accessories,77,3,10/08/2020,23/03/2026 07:08,Ewallet,8,0.48,231,110.88,2020,8,10,Monday,7
1587,WALM065,Texas City,Home and lifestyle,38,1,18/06/2023,23/03/2026 18:27,Ewallet,7,0.33,38,12.54,2023,6,18,Sunday,18
1588,WALM017,McKinney,Fashion accessories,61,1,01/05/2023,23/03/2026 17:07,Ewallet,7,0.48,61,29.28,2023,5,1,Monday,17
1589,WALM043,Baytown,Home and lifestyle,35,2,25/06/2022,23/03/2026 22:05,Ewallet,8,0.48,70,33.6,2022,6,25,Saturday,22
1590,WALM032,Tyler,Fashion accessories,45,3,10/12/2020,23/03/2026 15:27,Ewallet,5,0.48,135,64.8,2020,12,10,Thursday,15
1591,WALM019,Pasadena,Home and lifestyle,62,2,10/11/2020,23/03/2026 12:06,Ewallet,7,0.48,124,59.52,2020,11,10,Tuesday,12
1592,WALM052,Mansfield,Fashion accessories,39,3,04/04/2020,23/03/2026 15:48,Ewallet,7,0.57,117,66.69,2020,4,4,Saturday,15
1593,WALM027,Abilene,Home and lifestyle,60,2,13/02/2021,23/03/2026 15:49,Ewallet,4,0.48,120,57.6,2021,2,13,Saturday,15
1594,WALM074,Weslaco,Fashion accessories,78,3,26/05/2021,23/03/2026 22:35,Cash,9,0.33,234,77.22,2021,5,26,Wednesday,22
1595,WALM052,Mansfield,Home and lifestyle,68,1,04/12/2022,23/03/2026 22:07,Ewallet,6,0.57,68,38.76,2022,12,4,Sunday,22
1596,WALM047,Flower Mound,Fashion accessories,81,3,14/11/2020,23/03/2026 08:53,Ewallet,6,0.48,243,116.64,2020,11,14,Saturday,8
1597,WALM062,Galveston,Home and lifestyle,52,1,14/01/2020,23/03/2026 07:48,Ewallet,4,0.33,52,17.16,2020,1,14,Tuesday,7
1598,WALM095,Big Spring,Fashion accessories,15,3,29/05/2022,23/03/2026 18:53,Ewallet,7,0.33,45,14.85,2022,5,29,Sunday,18
1599,WALM012,Garland,Home and lifestyle,80,2,14/10/2023,23/03/2026 21:45,Ewallet,9,0.48,160,76.8,2023,10,14,Saturday,21
1600,WALM060,DeSoto,Fashion accessories,82,1,31/08/2021,23/03/2026 14:48,Ewallet,9,0.33,82,27.06,2021,8,31,Tuesday,14
